"","queryName","queryId","matchName","matchId","interactionId","interactionName","resourceId","resourceName","reference","graph"
"11","Waitea","NA","Waitea circinata","c(""NCBITaxon:63190"", ""NCBI:63190"", ""GBIF:5249953"", ""https://tree.opentreeoflife.org/opentree/ottol@255774"")","RO:0002444","parasite of","NCBI:89684","Poa trivialis","NA","gratin:hedde_misc1"
"12","Waitea","NA","Waitea circinata","c(""NCBITaxon:63190"", ""NCBI:63190"", ""GBIF:5249953"", ""https://tree.opentreeoflife.org/opentree/ottol@255774"")","RO:0002444","parasite of","NCBI:4522","Lolium perenne","NA","gratin:hedde_misc1"
"13","Waitea","NA","Waitea circinata","c(""NCBITaxon:63190"", ""NCBI:63190"", ""GBIF:5249953"", ""https://tree.opentreeoflife.org/opentree/ottol@255774"")","RO:0002444","parasite of","NCBI:4555","Setaria italica","NA","gratin:hedde_misc1"
"14","Waitea","NA","Waitea circinata","c(""NCBITaxon:63190"", ""NCBI:63190"", ""GBIF:5249953"", ""https://tree.opentreeoflife.org/opentree/ottol@255774"")","RO:0002444","parasite of","NCBI:204232","Agrostis capillaris","NA","gratin:hedde_misc1"
"15","Waitea","NA","Waitea circinata","c(""NCBITaxon:63190"", ""NCBI:63190"", ""GBIF:5249953"", ""https://tree.opentreeoflife.org/opentree/ottol@255774"")","RO:0002444","parasite of","NCBI:3900","Trifolium subterraneum","NA","gratin:hedde_misc1"
"16","Waitea","NA","Waitea circinata","c(""NCBITaxon:63190"", ""NCBI:63190"", ""GBIF:5249953"", ""https://tree.opentreeoflife.org/opentree/ottol@255774"")","RO:0002444","parasite of","NCBI:93036","Poa annua","NA","gratin:hedde_misc1"
"17","Plenodomus","NA","Leptosphaeria biglobosa","c(""NCBITaxon:220672"", ""https://tree.opentreeoflife.org/opentree/ottol@539440"", ""NCBI:220672"")","RO:0002444","parasite of","NCBI:3700","Brassicaceae","NA","gratin:hedde_misc1"
"18","Plenodomus","NA","Plenodomus biglobosus","NCBITaxon:220672","RO:0002444","parasite of","NCBI:3700","Brassicaceae","NA","gratin:hedde_misc1"
"19","Gaeumannomyces","NA","Gaeumannomyces graminis","c(""NCBITaxon:29850"", ""NCBI:29850"", ""GBIF:3456755"", ""https://tree.opentreeoflife.org/opentree/ottol@7519469"")","RO:0002444","parasite of","NCBI:4479","Poaceae","NA","gratin:hedde_misc1"
"20","Cystobasidium","NA","Cystobasidium","c(""NCBITaxon:203525"", ""IF:17446"", ""https://tree.opentreeoflife.org/opentree/ottol@141809"", ""GBIF:2555962"", ""NCBI:203525"")","RO:0002444","parasite of","NCBI:58023","Tracheophyta","NA","gratin:hedde_misc1"
"21","Cystobasidium","NA","Cystobasidium","c(""NCBITaxon:203525"", ""IF:17446"", ""https://tree.opentreeoflife.org/opentree/ottol@141809"", ""GBIF:2555962"", ""NCBI:203525"")","RO:0002470","eats","NCBI:4890","Ascomycota","NA","gratin:hedde_misc1"
"22","Peziza","NA","Peziza","c(""NCBITaxon:40593"", ""NCBI:40593"", ""https://tree.opentreeoflife.org/opentree/ottol@280467"", ""GBIF:2560905"")","RO:0002440","symbiotically interacts with","NCBI:1446380","Pinales","NA","gratin:hedde_misc1"
"23","Peziza","NA","Peziza","c(""NCBITaxon:40593"", ""NCBI:40593"", ""https://tree.opentreeoflife.org/opentree/ottol@280467"", ""GBIF:2560905"")","RO:0002440","symbiotically interacts with","NCBI:3688","Salicaceae","NA","gratin:hedde_misc1"
"24","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:3543","Mesembryanthemum","NA","gratin:hedde_misc1"
"25","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:4527","Oryza","NA","gratin:hedde_misc1"
"26","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:3884","Phaseolus lunatus","NA","gratin:hedde_misc1"
"27","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:53836","Bituminaria bituminosa","NA","gratin:hedde_misc1"
"28","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:74647","Rosa multiflora","NA","gratin:hedde_misc1"
"29","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:3649","Carica papaya","NA","gratin:hedde_misc1"
"30","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:43178","Ipomoea hederacea","NA","gratin:hedde_misc1"
"31","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:71633","Pinus halepensis","NA","gratin:hedde_misc1"
"32","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:3879","Medicago sativa","NA","gratin:hedde_misc1"
"33","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:129213","Polytrichum juniperinum","NA","gratin:hedde_misc1"
"34","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:38873","Fraxinus excelsior","NA","gratin:hedde_misc1"
"35","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:13427","Cichorium intybus","NA","gratin:hedde_misc1"
"36","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:4039","Daucus carota","NA","gratin:hedde_misc1"
"37","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:47036","Alhagi","NA","gratin:hedde_misc1"
"38","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:305353","Setaria pumila","NA","gratin:hedde_misc1"
"39","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:4513","Hordeum vulgare","NA","gratin:hedde_misc1"
"40","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:51953","Elaeis guineensis","NA","gratin:hedde_misc1"
"41","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:3764","Rosa","NA","gratin:hedde_misc1"
"42","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:48037","Foeniculum","NA","gratin:hedde_misc1"
"43","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:90363","Scrophularia nodosa","NA","gratin:hedde_misc1"
"44","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:3618","Rumex","NA","gratin:hedde_misc1"
"45","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:310458","Hyoscyamus albus","NA","gratin:hedde_misc1"
"46","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:115509","Pseudophoenix sargentii","NA","gratin:hedde_misc1"
"47","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:145517","Centaurea scabiosa","NA","gratin:hedde_misc1"
"48","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:13708","Tagetes erecta","NA","gratin:hedde_misc1"
"49","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:634377","Stachytarpheta jamaicensis","NA","gratin:hedde_misc1"
"50","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:26473","Buddleja","NA","gratin:hedde_misc1"
"51","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:3452","Clematis","NA","gratin:hedde_misc1"
"52","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:60916","Trifolium incarnatum","NA","gratin:hedde_misc1"
"53","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:29583","Funaria hygrometrica","NA","gratin:hedde_misc1"
"54","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:38844","Euphorbia cyparissias","NA","gratin:hedde_misc1"
"55","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:2291707","Marrubium velutinum","NA","gratin:hedde_misc1"
"56","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:38791","Digitalis grandiflora","NA","gratin:hedde_misc1"
"57","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:71636","Pinus kesiya","NA","gratin:hedde_misc1"
"58","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:459758","Cosmos sulphureus","NA","gratin:hedde_misc1"
"59","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:96050","Phalaris arundinacea","NA","gratin:hedde_misc1"
"60","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:174649","Rumex crispus","NA","gratin:hedde_misc1"
"61","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:428857","Castilleja arachnoidea","NA","gratin:hedde_misc1"
"62","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:22002","Verbena","NA","gratin:hedde_misc1"
"63","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:34256","Mentha piperita","NA","gratin:hedde_misc1"
"64","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:4113","Solanum tuberosum","NA","gratin:hedde_misc1"
"65","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","GBIF:3678635","Convolvulus hamadae","NA","gratin:hedde_misc1"
"66","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:347529","Centaurea solstitialis","NA","gratin:hedde_misc1"
"67","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:23137","Agrimonia","NA","gratin:hedde_misc1"
"68","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:4232","Helianthus annuus","NA","gratin:hedde_misc1"
"69","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:3486","Humulus lupulus","NA","gratin:hedde_misc1"
"70","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:52470","Ferula","NA","gratin:hedde_misc1"
"71","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:3888","Pisum sativum","NA","gratin:hedde_misc1"
"72","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:153563","Buxus balearica","NA","gratin:hedde_misc1"
"73","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:25003","Asperula","NA","gratin:hedde_misc1"
"74","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:41562","Dahlia","NA","gratin:hedde_misc1"
"75","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:1042512","Scrophularia leucoclada","NA","gratin:hedde_misc1"
"76","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:76277","Acanthus mollis","NA","gratin:hedde_misc1"
"77","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:1137809","Arenaria fendleri","NA","gratin:hedde_misc1"
"78","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:239185","Halocnemum strobilaceum","NA","gratin:hedde_misc1"
"79","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:243967","Bryonia alba","NA","gratin:hedde_misc1"
"80","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:3829","Crotalaria juncea","NA","gratin:hedde_misc1"
"81","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:3335","Picea mariana","NA","gratin:hedde_misc1"
"82","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:56525","Dittrichia viscosa","NA","gratin:hedde_misc1"
"83","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:645197","Dianthus armeria","NA","gratin:hedde_misc1"
"84","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:43711","Murraya paniculata","NA","gratin:hedde_misc1"
"85","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:3882","Onobrychis viciifolia","NA","gratin:hedde_misc1"
"86","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:41485","Atractylodes","NA","gratin:hedde_misc1"
"87","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:49215","Salvia nemorosa","NA","gratin:hedde_misc1"
"88","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","GBIF:7317019","Nerium indicum","NA","gratin:hedde_misc1"
"89","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:1428909","Convolvulus fruticosus","NA","gratin:hedde_misc1"
"90","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:3752","Malus sylvestris","NA","gratin:hedde_misc1"
"91","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:3315","Thuja","NA","gratin:hedde_misc1"
"92","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:271558","Cerastium arvense","NA","gratin:hedde_misc1"
"93","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:4532","Oryza australiensis","NA","gratin:hedde_misc1"
"94","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:1060938","Stachys palustris","NA","gratin:hedde_misc1"
"95","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:271580","Cerastium cerastoides","NA","gratin:hedde_misc1"
"96","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:57948","Dryas octopetala","NA","gratin:hedde_misc1"
"97","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:4565","Triticum aestivum","NA","gratin:hedde_misc1"
"98","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:3500","Urtica","NA","gratin:hedde_misc1"
"99","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:466059","Artemisia parviflora","NA","gratin:hedde_misc1"
"100","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:271556","Cerastium alpinum","NA","gratin:hedde_misc1"
"101","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:41593","Jurinea","NA","gratin:hedde_misc1"
"102","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:13329","Achillea millefolium","NA","gratin:hedde_misc1"
"103","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:4001","Buxus","NA","gratin:hedde_misc1"
"104","Phoma","NA","Phoma herbarum","c(""NCBITaxon:73001"", ""NCBI:73001"", ""https://tree.opentreeoflife.org/opentree/ottol@437937"", ""GBIF:5262297"")","RO:0002444","parasite of","NCBI:4577","Zea mays","NA","gratin:hedde_misc1"
