queryName;queryId;matchName;matchId;guildId;guildName;reference;graph
Theridiidae;NA;Heterotheridion nigrovariegatum;"c(""NCBITaxon:1872045"", ""NCBI:1872045"", ""https://tree.opentreeoflife.org/opentree/ottol@3562634"", ""GBIF:4550693"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Heterotheridion nigrovariegatum;"c(""NCBITaxon:1872045"", ""NCBI:1872045"", ""https://tree.opentreeoflife.org/opentree/ottol@3562634"", ""GBIF:4550693"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Coleosoma floridanum;"c(""NCBITaxon:1902173"", ""NCBI:1902173"", ""https://tree.opentreeoflife.org/opentree/ottol@3562136"", ""GBIF:2155867"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Coleosoma floridanum;"c(""NCBITaxon:1902173"", ""NCBI:1902173"", ""https://tree.opentreeoflife.org/opentree/ottol@3562136"", ""GBIF:2155867"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Coleosoma;"c(""NCBITaxon:411406"", ""NCBI:411406"", ""GBIF:2155858"", ""https://tree.opentreeoflife.org/opentree/ottol@936768"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Coleosoma;"c(""NCBITaxon:411406"", ""NCBI:411406"", ""GBIF:2155858"", ""https://tree.opentreeoflife.org/opentree/ottol@936768"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Theridion melanostictum;"c(""NCBITaxon:1902208"", ""NCBI:1902208"", ""https://tree.opentreeoflife.org/opentree/ottol@1025322"", ""GBIF:2156810"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Theridion melanostictum;"c(""NCBITaxon:1902208"", ""NCBI:1902208"", ""https://tree.opentreeoflife.org/opentree/ottol@1025322"", ""GBIF:2156810"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Anelosimus vittatus;"c(""NCBITaxon:1906963"", ""NCBI:1906963"", ""https://tree.opentreeoflife.org/opentree/ottol@3563222"", ""GBIF:2157837"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Anelosimus vittatus;"c(""NCBITaxon:1906963"", ""NCBI:1906963"", ""https://tree.opentreeoflife.org/opentree/ottol@3563222"", ""GBIF:2157837"")";ECOCORE:00000088;carnivore;NA;gratin:gossner_arthropoda
Theridiidae;NA;Dipoena braccata;"c(""NCBITaxon:1906992"", ""NCBI:1906992"", ""GBIF:2156422"", ""https://tree.opentreeoflife.org/opentree/ottol@3562224"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Dipoena braccata;"c(""NCBITaxon:1906992"", ""NCBI:1906992"", ""GBIF:2156422"", ""https://tree.opentreeoflife.org/opentree/ottol@3562224"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Enoplognatha thoracica;"c(""NCBITaxon:1906996"", ""NCBI:1906996"", ""https://tree.opentreeoflife.org/opentree/ottol@3563744"", ""GBIF:2158075"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Enoplognatha thoracica;"c(""NCBITaxon:1906996"", ""NCBI:1906996"", ""https://tree.opentreeoflife.org/opentree/ottol@3563744"", ""GBIF:2158075"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Enoplognatha thoracica;"c(""NCBITaxon:1906996"", ""NCBI:1906996"", ""https://tree.opentreeoflife.org/opentree/ottol@3563744"", ""GBIF:2158075"")";ECOCORE:00000088;carnivore;NA;gratin:gossner_arthropoda
Theridiidae;NA;Pholcomma gibbum;"c(""NCBITaxon:1907036"", ""NCBI:1907036"", ""https://tree.opentreeoflife.org/opentree/ottol@3562476"", ""GBIF:2157522"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Pholcomma gibbum;"c(""NCBITaxon:1907036"", ""NCBI:1907036"", ""https://tree.opentreeoflife.org/opentree/ottol@3562476"", ""GBIF:2157522"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Pholcomma;"c(""NCBITaxon:233476"", ""NCBI:233476"", ""https://tree.opentreeoflife.org/opentree/ottol@529332"", ""GBIF:2157514"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Pholcomma;"c(""NCBITaxon:233476"", ""NCBI:233476"", ""https://tree.opentreeoflife.org/opentree/ottol@529332"", ""GBIF:2157514"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Theridion boesenbergi;"c(""NCBITaxon:1907057"", ""NCBI:1907057"", ""https://tree.opentreeoflife.org/opentree/ottol@3562812"", ""GBIF:2157072"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Theridion boesenbergi;"c(""NCBITaxon:1907057"", ""NCBI:1907057"", ""https://tree.opentreeoflife.org/opentree/ottol@3562812"", ""GBIF:2157072"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Theridion boesenbergi;"c(""NCBITaxon:1907057"", ""NCBI:1907057"", ""https://tree.opentreeoflife.org/opentree/ottol@3562812"", ""GBIF:2157072"")";ECOCORE:00000088;carnivore;NA;gratin:gossner_arthropoda
Theridiidae;NA;Theridion hemerobium;"c(""NCBITaxon:1907058"", ""NCBI:1907058"", ""https://tree.opentreeoflife.org/opentree/ottol@3563099"", ""GBIF:2156808"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Theridion hemerobium;"c(""NCBITaxon:1907058"", ""NCBI:1907058"", ""https://tree.opentreeoflife.org/opentree/ottol@3563099"", ""GBIF:2156808"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Theridion mystaceum;"c(""NCBITaxon:1907059"", ""NCBI:1907059"", ""https://tree.opentreeoflife.org/opentree/ottol@3563123"", ""GBIF:2156710"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Theridion mystaceum;"c(""NCBITaxon:1907059"", ""NCBI:1907059"", ""https://tree.opentreeoflife.org/opentree/ottol@3563123"", ""GBIF:2156710"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Euryopis quinqueguttata;"c(""NCBITaxon:1926179"", ""NCBI:1926179"", ""GBIF:2155791"", ""https://tree.opentreeoflife.org/opentree/ottol@3563444"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Euryopis quinqueguttata;"c(""NCBITaxon:1926179"", ""NCBI:1926179"", ""GBIF:2155791"", ""https://tree.opentreeoflife.org/opentree/ottol@3563444"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Parasteatoda simulans;"c(""NCBITaxon:1926208"", ""NCBI:1926208"", ""GBIF:4550743"", ""https://tree.opentreeoflife.org/opentree/ottol@3563871"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Parasteatoda simulans;"c(""NCBITaxon:1926208"", ""NCBI:1926208"", ""GBIF:4550743"", ""https://tree.opentreeoflife.org/opentree/ottol@3563871"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Parasteatoda simulans;"c(""NCBITaxon:1926208"", ""NCBI:1926208"", ""GBIF:4550743"", ""https://tree.opentreeoflife.org/opentree/ottol@3563871"")";ECOCORE:00000088;carnivore;NA;gratin:gossner_arthropoda
Theridiidae;NA;Robertus arundineti;"c(""NCBITaxon:1926217"", ""NCBI:1926217"", ""https://tree.opentreeoflife.org/opentree/ottol@3562446"", ""GBIF:2155881"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Robertus arundineti;"c(""NCBITaxon:1926217"", ""NCBI:1926217"", ""https://tree.opentreeoflife.org/opentree/ottol@3562446"", ""GBIF:2155881"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Robertus arundineti;"c(""NCBITaxon:1926217"", ""NCBI:1926217"", ""https://tree.opentreeoflife.org/opentree/ottol@3562446"", ""GBIF:2155881"")";ECOCORE:00000088;carnivore;NA;gratin:gossner_arthropoda
Theridiidae;NA;Robertus scoticus;"c(""NCBITaxon:1926218"", ""NCBI:1926218"", ""https://tree.opentreeoflife.org/opentree/ottol@3562439"", ""GBIF:2155893"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Robertus scoticus;"c(""NCBITaxon:1926218"", ""NCBI:1926218"", ""https://tree.opentreeoflife.org/opentree/ottol@3562439"", ""GBIF:2155893"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Rugathodes bellicosus;"c(""NCBITaxon:1926219"", ""NCBI:1926219"", ""https://tree.opentreeoflife.org/opentree/ottol@3562424"", ""GBIF:2158039"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Rugathodes bellicosus;"c(""NCBITaxon:1926219"", ""NCBI:1926219"", ""https://tree.opentreeoflife.org/opentree/ottol@3562424"", ""GBIF:2158039"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Rugathodes;"c(""NCBITaxon:233480"", ""NCBI:233480"", ""https://tree.opentreeoflife.org/opentree/ottol@338610"", ""GBIF:2158034"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Rugathodes;"c(""NCBITaxon:233480"", ""NCBI:233480"", ""https://tree.opentreeoflife.org/opentree/ottol@338610"", ""GBIF:2158034"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Theridion familiare;"c(""NCBITaxon:1926236"", ""NCBI:1926236"", ""https://tree.opentreeoflife.org/opentree/ottol@3562969"", ""GBIF:2156676"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Theridion familiare;"c(""NCBITaxon:1926236"", ""NCBI:1926236"", ""https://tree.opentreeoflife.org/opentree/ottol@3562969"", ""GBIF:2156676"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Phoroncidia;"c(""NCBITaxon:233305"", ""NCBI:233305"", ""https://tree.opentreeoflife.org/opentree/ottol@404197"", ""GBIF:2157438"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Phoroncidia;"c(""NCBITaxon:233305"", ""NCBI:233305"", ""https://tree.opentreeoflife.org/opentree/ottol@404197"", ""GBIF:2157438"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Euryopis episinoides;"c(""NCBITaxon:2283607"", ""NCBI:2283607"", ""https://tree.opentreeoflife.org/opentree/ottol@3563419"", ""GBIF:2155807"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Euryopis episinoides;"c(""NCBITaxon:2283607"", ""NCBI:2283607"", ""https://tree.opentreeoflife.org/opentree/ottol@3563419"", ""GBIF:2155807"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Nesticodes;"c(""NCBITaxon:233303"", ""NCBI:233303"", ""https://tree.opentreeoflife.org/opentree/ottol@404192"", ""GBIF:2157983"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Nesticodes;"c(""NCBITaxon:233303"", ""NCBI:233303"", ""https://tree.opentreeoflife.org/opentree/ottol@404192"", ""GBIF:2157983"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Nesticodes rufipes;"c(""NCBITaxon:233304"", ""NCBI:233304"", ""GBIF:2157984"", ""https://tree.opentreeoflife.org/opentree/ottol@235447"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Nesticodes rufipes;"c(""NCBITaxon:233304"", ""NCBI:233304"", ""GBIF:2157984"", ""https://tree.opentreeoflife.org/opentree/ottol@235447"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Crustulina sticta;"c(""NCBITaxon:233463"", ""NCBI:233463"", ""https://tree.opentreeoflife.org/opentree/ottol@387896"", ""GBIF:2157858"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Crustulina sticta;"c(""NCBITaxon:233463"", ""NCBI:233463"", ""https://tree.opentreeoflife.org/opentree/ottol@387896"", ""GBIF:2157858"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Enoplognatha caricis;"c(""NCBITaxon:233466"", ""NCBI:233466"", ""https://tree.opentreeoflife.org/opentree/ottol@387891"", ""GBIF:2158079"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Enoplognatha caricis;"c(""NCBITaxon:233466"", ""NCBI:233466"", ""https://tree.opentreeoflife.org/opentree/ottol@387891"", ""GBIF:2158079"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Episinus angulatus;"c(""NCBITaxon:233468"", ""NCBI:233468"", ""GBIF:2156124"", ""https://tree.opentreeoflife.org/opentree/ottol@387902"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Episinus angulatus;"c(""NCBITaxon:233468"", ""NCBI:233468"", ""GBIF:2156124"", ""https://tree.opentreeoflife.org/opentree/ottol@387902"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Neottiura bimaculata;"c(""NCBITaxon:233474"", ""NCBI:233474"", ""https://tree.opentreeoflife.org/opentree/ottol@913372"", ""GBIF:2156268"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Neottiura bimaculata;"c(""NCBITaxon:233474"", ""NCBI:233474"", ""https://tree.opentreeoflife.org/opentree/ottol@913372"", ""GBIF:2156268"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Neottiura bimaculata;"c(""NCBITaxon:233474"", ""NCBI:233474"", ""https://tree.opentreeoflife.org/opentree/ottol@913372"", ""GBIF:2156268"")";ECOCORE:00000088;carnivore;NA;gratin:gossner_arthropoda
Theridiidae;NA;Robertus neglectus;"c(""NCBITaxon:233479"", ""NCBI:233479"", ""GBIF:2155886"", ""https://tree.opentreeoflife.org/opentree/ottol@1082331"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Robertus neglectus;"c(""NCBITaxon:233479"", ""NCBI:233479"", ""GBIF:2155886"", ""https://tree.opentreeoflife.org/opentree/ottol@1082331"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Robertus neglectus;"c(""NCBITaxon:233479"", ""NCBI:233479"", ""GBIF:2155886"", ""https://tree.opentreeoflife.org/opentree/ottol@1082331"")";ECOCORE:00000088;carnivore;NA;gratin:gossner_arthropoda
Theridiidae;NA;Steatoda bipunctata;"c(""NCBITaxon:233484"", ""NCBI:233484"", ""https://tree.opentreeoflife.org/opentree/ottol@338602"", ""GBIF:2157233"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Steatoda bipunctata;"c(""NCBITaxon:233484"", ""NCBI:233484"", ""https://tree.opentreeoflife.org/opentree/ottol@338602"", ""GBIF:2157233"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Theridion varians;"c(""NCBITaxon:233491"", ""NCBI:233491"", ""GBIF:2156774"", ""https://tree.opentreeoflife.org/opentree/ottol@863227"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Theridion varians;"c(""NCBITaxon:233491"", ""NCBI:233491"", ""GBIF:2156774"", ""https://tree.opentreeoflife.org/opentree/ottol@863227"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Theridion varians;"c(""NCBITaxon:233491"", ""NCBI:233491"", ""GBIF:2156774"", ""https://tree.opentreeoflife.org/opentree/ottol@863227"")";ECOCORE:00000088;carnivore;NA;gratin:gossner_arthropoda
Theridiidae;NA;Theridula;"c(""NCBITaxon:233492"", ""NCBI:233492"", ""https://tree.opentreeoflife.org/opentree/ottol@778194"", ""GBIF:2155838"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Theridula;"c(""NCBITaxon:233492"", ""NCBI:233492"", ""https://tree.opentreeoflife.org/opentree/ottol@778194"", ""GBIF:2155838"")";ECOCORE:00000088;carnivore;NA;onto:implicit
Theridiidae;NA;Theridula opulenta;"c(""NCBITaxon:233493"", ""NCBI:233493"", ""GBIF:2155846"", ""https://tree.opentreeoflife.org/opentree/ottol@863231"")";ECOCORE:00000010;heterotroph;NA;onto:implicit
Theridiidae;NA;Theridula opulenta;"c(""NCBITaxon:233493"", ""NCBI:233493"", ""GBIF:2155846"", ""https://tree.opentreeoflife.org/opentree/ottol@863231"")";ECOCORE:00000088;carnivore;NA;onto:implicit
