"","query","kingdom","phylum","class","order","family","genus","species","community"
"1","M03493:516:000000000-L4LRP:1:1101:16268:1503","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","Gibellulopsis_piscis","fungi"
"2","M03493:516:000000000-L4LRP:1:1101:16898:1444","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae","Tylospora","unassigned","fungi"
"3","M03493:516:000000000-L4LRP:1:1101:13380:5039","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_iridiaustralis","fungi"
"4","M03493:516:000000000-L4LRP:1:1101:17268:2152","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","unassigned","unassigned","fungi"
"5","M03493:516:000000000-L4LRP:1:1101:28000:9609","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum_gloeosporioides","fungi"
"6","M03493:516:000000000-L4LRP:1:1101:10682:3367","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"7","M03493:516:000000000-L4LRP:1:1101:11033:5870","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","unassigned","fungi"
"8","M03493:516:000000000-L4LRP:1:1101:4983:19736","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Robillarda","Robillarda_sessilis","fungi"
"9","M03493:516:000000000-L4LRP:1:1102:10500:20160","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","unassigned","fungi"
"10","M03493:516:000000000-L4LRP:1:1102:12288:6020","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unassigned","unassigned","unassigned","fungi"
"11","M03493:516:000000000-L4LRP:1:1101:20929:6353","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","unassigned","unassigned","fungi"
"12","M03493:516:000000000-L4LRP:1:1103:18045:3065","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"13","M03493:516:000000000-L4LRP:1:1101:14865:4387","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma_chrysanthemicola","fungi"
"14","M03493:516:000000000-L4LRP:1:1101:8511:10998","Fungi","Ascomycota","Dothideomycetes","unassigned","unassigned","unassigned","unassigned","fungi"
"15","M03493:516:000000000-L4LRP:1:1104:19209:27190","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Setophoma","Setophoma_terrestris","fungi"
"16","M03493:516:000000000-L4LRP:1:1101:9791:23138","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Annulohypoxylon","unassigned","fungi"
"17","M03493:516:000000000-L4LRP:1:1101:11779:2202","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"18","M03493:516:000000000-L4LRP:1:1101:15313:7310","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"19","M03493:516:000000000-L4LRP:1:1101:18761:5755","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Stemphylium","Stemphylium_eturmiunum","fungi"
"20","M03493:516:000000000-L4LRP:1:1108:5571:19379","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Daldinia","unassigned","fungi"
"21","M03493:516:000000000-L4LRP:1:1101:22723:24041","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"22","M03493:516:000000000-L4LRP:1:1101:21272:12791","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_subcucurbitae","fungi"
"23","M03493:516:000000000-L4LRP:1:1101:11358:4656","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Dichotomophthora","unassigned","fungi"
"24","M03493:516:000000000-L4LRP:1:1105:14668:15493","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"25","M03493:516:000000000-L4LRP:1:1111:14106:23233","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Darksidea","Darksidea_epsilon","fungi"
"26","M03493:516:000000000-L4LRP:1:2112:3201:9336","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","unassigned","fungi"
"27","M03493:516:000000000-L4LRP:1:2110:9668:4893","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum_spaethianum","fungi"
"28","M03493:516:000000000-L4LRP:1:1102:27221:22326","Fungi","Ascomycota","Sordariomycetes","Xylariales","Sporocadaceae","Pestalotiopsis","unassigned","fungi"
"29","M03493:516:000000000-L4LRP:1:1101:26347:8567","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Laetisaria","Laetisaria_arvalis","fungi"
"30","M03493:516:000000000-L4LRP:1:1101:21053:3237","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Daldinia","unassigned","fungi"
"31","M03493:516:000000000-L4LRP:1:2111:11242:26162","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Spegazzinia","Spegazzinia_tessarthra","fungi"
"32","M03493:516:000000000-L4LRP:1:1108:12435:11790","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Lectera","Lectera_longa","fungi"
"33","M03493:516:000000000-L4LRP:1:1107:8187:11207","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Polyschema","Polyschema_sclerotigenum","fungi"
"34","M03493:516:000000000-L4LRP:1:1101:3725:9421","Fungi","Ascomycota","Dothideomycetes","Dothideales","Aureobasidiaceae","Aureobasidium","Aureobasidium_pullulans","fungi"
"35","M03493:516:000000000-L4LRP:1:1103:16768:24869","Fungi","Ascomycota","Sordariomycetes","Xylariales","Bartaliniaceae","Bartalinia","unassigned","fungi"
"36","M03493:516:000000000-L4LRP:1:1101:18791:26205","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_argyranthemi","fungi"
"37","M03493:516:000000000-L4LRP:1:1101:17468:2587","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_metachromatica","fungi"
"38","M03493:516:000000000-L4LRP:1:1101:12799:7726","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","unassigned","unassigned","fungi"
"39","M03493:516:000000000-L4LRP:1:1107:8177:17141","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","unassigned","unassigned","fungi"
"40","M03493:516:000000000-L4LRP:1:1101:19403:16671","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"41","M03493:516:000000000-L4LRP:1:1103:23740:15373","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"42","M03493:516:000000000-L4LRP:1:1102:6678:20213","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Nectriopsis","Nectriopsis_exigua","fungi"
"43","M03493:516:000000000-L4LRP:1:1103:18890:8606","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Drechslera","unassigned","fungi"
"44","M03493:516:000000000-L4LRP:1:1102:21681:26113","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"45","M03493:516:000000000-L4LRP:1:1114:25906:11014","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metarhizium","Metarhizium_anisopliae","fungi"
"46","M03493:516:000000000-L4LRP:1:1108:25654:22250","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","unassigned","fungi"
"47","M03493:516:000000000-L4LRP:1:1101:20075:6639","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unassigned","unassigned","unassigned","fungi"
"48","M03493:516:000000000-L4LRP:1:1101:20092:27545","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaetopsis","Pyrenochaetopsis_leptospora","fungi"
"49","M03493:516:000000000-L4LRP:1:1102:7363:23237","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","unassigned","unassigned","unassigned","fungi"
"50","M03493:516:000000000-L4LRP:1:1108:13167:26337","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"51","M03493:516:000000000-L4LRP:1:1108:6597:15699","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"52","M03493:516:000000000-L4LRP:1:1103:6625:11416","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","Pseudopithomyces_rosae","fungi"
"53","M03493:516:000000000-L4LRP:1:1108:20522:11930","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unassigned","unassigned","unassigned","fungi"
"54","M03493:516:000000000-L4LRP:1:1104:24903:6578","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","Pseudopithomyces_rosae","fungi"
"55","M03493:516:000000000-L4LRP:1:1106:13493:1709","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces_duclauxii","fungi"
"56","M03493:516:000000000-L4LRP:1:1103:16035:13143","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Semifissispora","Semifissispora_natalis","fungi"
"57","M03493:516:000000000-L4LRP:1:1101:5450:17034","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Neodendryphiella","Neodendryphiella_mali","fungi"
"58","M03493:516:000000000-L4LRP:1:1105:13090:19182","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_furcatum","fungi"
"59","M03493:516:000000000-L4LRP:1:1110:23776:22680","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"60","M03493:516:000000000-L4LRP:1:1107:23374:8444","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Pseudocoleophoma","Pseudocoleophoma_bauhiniae","fungi"
"61","M03493:516:000000000-L4LRP:1:1106:21279:18584","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lindgomycetaceae","Clohesyomyces","Clohesyomyces_aquaticus","fungi"
"62","M03493:516:000000000-L4LRP:1:1103:11036:25841","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Chaetosphaeronema","unassigned","fungi"
"63","M03493:516:000000000-L4LRP:1:1101:4123:7528","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_carnescens","fungi"
"64","M03493:516:000000000-L4LRP:1:1101:26659:21139","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","unassigned","fungi"
"65","M03493:516:000000000-L4LRP:1:1101:14963:10149","Fungi","Ascomycota","Pezizomycetes","Pezizales","unassigned","unassigned","unassigned","fungi"
"66","M03493:516:000000000-L4LRP:1:1102:24108:5182","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"67","M03493:516:000000000-L4LRP:1:1103:11645:13174","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Cutaneotrichosporon","Cutaneotrichosporon_curvatus","fungi"
"68","M03493:516:000000000-L4LRP:1:1101:19617:25251","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paraphaeosphaeria","Paraphaeosphaeria_angularis","fungi"
"69","M03493:516:000000000-L4LRP:1:1107:18504:1850","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","unassigned","fungi"
"70","M03493:516:000000000-L4LRP:1:2107:20431:8436","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botryotinia","unassigned","fungi"
"71","M03493:516:000000000-L4LRP:1:1103:27982:12262","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma_chrysanthemicola","fungi"
"72","M03493:516:000000000-L4LRP:1:1101:27995:11869","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_metachromatica","fungi"
"73","M03493:516:000000000-L4LRP:1:1101:11135:5546","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Morosphaeriaceae","Acrocalymma","unassigned","fungi"
"74","M03493:516:000000000-L4LRP:1:1102:24247:12079","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus","Rhizopus_arrhizus","fungi"
"75","M03493:516:000000000-L4LRP:1:1102:6755:10299","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"76","M03493:516:000000000-L4LRP:1:1101:14038:1517","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","unassigned","unassigned","fungi"
"77","M03493:516:000000000-L4LRP:1:1106:10891:4881","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Darksidea","Darksidea_epsilon","fungi"
"78","M03493:516:000000000-L4LRP:1:1101:5731:23053","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"79","M03493:516:000000000-L4LRP:1:1104:23814:18721","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","unassigned","unassigned","fungi"
"80","M03493:516:000000000-L4LRP:1:1101:20327:5270","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Agrocybe","Agrocybe_pediades","fungi"
"81","M03493:516:000000000-L4LRP:1:1101:12049:9668","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","unassigned","fungi"
"82","M03493:516:000000000-L4LRP:1:1103:20113:7870","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae","Neodevriesia","Neodevriesia_capensis","fungi"
"83","M03493:516:000000000-L4LRP:1:1102:19818:25323","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","unassigned","fungi"
"84","M03493:516:000000000-L4LRP:1:1101:21262:3344","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","unassigned","unassigned","fungi"
"85","M03493:516:000000000-L4LRP:1:1102:7559:15355","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"86","M03493:516:000000000-L4LRP:1:1106:18567:7109","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriaceae","unassigned","unassigned","fungi"
"87","M03493:516:000000000-L4LRP:1:1101:11138:20212","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_heimaeyensis","fungi"
"88","M03493:516:000000000-L4LRP:1:1101:10186:10680","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"89","M03493:516:000000000-L4LRP:1:1101:15023:12145","Fungi","Ascomycota","Sordariomycetes","Sordariales","unassigned","unassigned","unassigned","fungi"
"90","M03493:516:000000000-L4LRP:1:2105:24724:11302","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"91","M03493:516:000000000-L4LRP:1:1113:27093:12282","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia_flanaganii","fungi"
"92","M03493:516:000000000-L4LRP:1:1102:5025:8114","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","Helicoma","unassigned","fungi"
"93","M03493:516:000000000-L4LRP:1:1104:16365:16569","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"94","M03493:516:000000000-L4LRP:1:2111:25154:24894","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","Saitozyma_podzolica","fungi"
"95","M03493:516:000000000-L4LRP:1:1103:16272:3496","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","Gibellulopsis_chrysanthemi","fungi"
"96","M03493:516:000000000-L4LRP:1:1104:17878:17915","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","unassigned","unassigned","fungi"
"97","M03493:516:000000000-L4LRP:1:1113:16750:3698","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella_fusca","fungi"
"98","M03493:516:000000000-L4LRP:1:1101:20096:15697","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"99","M03493:516:000000000-L4LRP:1:1102:7519:10680","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Pleospora","Pleospora_paludiscirpi","fungi"
"100","M03493:516:000000000-L4LRP:1:1104:15578:3424","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"101","M03493:516:000000000-L4LRP:1:1102:9102:13721","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus_curtus","fungi"
"102","M03493:516:000000000-L4LRP:1:1101:19967:13932","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","unassigned","unassigned","fungi"
"103","M03493:516:000000000-L4LRP:1:1102:20380:22202","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"104","M03493:516:000000000-L4LRP:1:1101:18106:5392","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"105","M03493:516:000000000-L4LRP:1:1109:3926:11972","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Platystomum","Platystomum_crataegi","fungi"
"106","M03493:516:000000000-L4LRP:1:1113:26303:6533","Fungi","Ascomycota","Leotiomycetes","Helotiales","unassigned","unassigned","unassigned","fungi"
"107","M03493:516:000000000-L4LRP:1:1108:22308:6889","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","unassigned","unassigned","fungi"
"108","M03493:516:000000000-L4LRP:1:1113:7005:16270","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"109","M03493:516:000000000-L4LRP:1:1102:16151:10108","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Macrophomina","Macrophomina_phaseolina","fungi"
"110","M03493:516:000000000-L4LRP:1:2107:13234:7965","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","Gibellulopsis_chrysanthemi","fungi"
"111","M03493:516:000000000-L4LRP:1:1109:18980:6368","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","unassigned","unassigned","fungi"
"112","M03493:516:000000000-L4LRP:1:1101:24392:5678","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Setophaeosphaeria","Setophaeosphaeria_badalingensis","fungi"
"113","M03493:516:000000000-L4LRP:1:1102:17075:2688","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"114","M03493:516:000000000-L4LRP:1:1107:6399:18575","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"115","M03493:516:000000000-L4LRP:1:1103:19065:13107","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_spirale","fungi"
"116","M03493:516:000000000-L4LRP:1:1103:13519:15680","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriaceae","unassigned","unassigned","fungi"
"117","M03493:516:000000000-L4LRP:1:1102:18902:2091","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"118","M03493:516:000000000-L4LRP:1:1101:14962:7079","Fungi","Ascomycota","Sordariomycetes","Xylariales","unassigned","unassigned","unassigned","fungi"
"119","M03493:516:000000000-L4LRP:1:2101:7737:5111","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces_sayulitensis","fungi"
"120","M03493:516:000000000-L4LRP:1:1102:26345:9595","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Ascochyta","Ascochyta_medicaginicola_var._macrospora","fungi"
"121","M03493:516:000000000-L4LRP:1:1108:9867:25307","Fungi","Basidiomycota","Agaricomycetes","Agaricales","unassigned","unassigned","unassigned","fungi"
"122","M03493:516:000000000-L4LRP:1:1101:16807:19967","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Herpotrichia","Herpotrichia_australis","fungi"
"123","M03493:516:000000000-L4LRP:1:1101:5706:20142","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metacordyceps","unassigned","fungi"
"124","M03493:516:000000000-L4LRP:1:1104:21508:8750","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Apseudocercosporella","Apseudocercosporella_trigonotidis","fungi"
"125","M03493:516:000000000-L4LRP:1:1101:19321:9330","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae","fungi"
"126","M03493:516:000000000-L4LRP:1:1108:21447:15203","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","unassigned","unassigned","fungi"
"127","M03493:516:000000000-L4LRP:1:1102:20063:5946","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_lanuginosum","fungi"
"128","M03493:516:000000000-L4LRP:1:1106:8468:15663","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","unassigned","fungi"
"129","M03493:516:000000000-L4LRP:1:1105:11627:27342","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"130","M03493:516:000000000-L4LRP:1:1101:13703:8831","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unassigned","unassigned","unassigned","fungi"
"131","M03493:516:000000000-L4LRP:1:1101:20641:2863","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris","unassigned","fungi"
"132","M03493:516:000000000-L4LRP:1:1112:22414:12429","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"133","M03493:516:000000000-L4LRP:1:1104:16087:2036","Fungi","Basidiomycota","Agaricomycetes","Agaricales","unassigned","unassigned","unassigned","fungi"
"134","M03493:516:000000000-L4LRP:1:1101:15802:11460","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Heteroconium","unassigned","fungi"
"135","M03493:516:000000000-L4LRP:1:1110:5803:24170","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Keissleriella","unassigned","fungi"
"136","M03493:516:000000000-L4LRP:1:1106:18687:13250","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","unassigned","unassigned","fungi"
"137","M03493:516:000000000-L4LRP:1:1102:25263:19186","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"138","M03493:516:000000000-L4LRP:1:1103:28237:18629","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma_chrysanthemicola","fungi"
"139","M03493:516:000000000-L4LRP:1:1113:5264:16995","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor_circinelloides","fungi"
"140","M03493:516:000000000-L4LRP:1:1102:8950:22816","Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","Verrucaria","unassigned","fungi"
"141","M03493:516:000000000-L4LRP:1:1101:13385:1529","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Fusariella","unassigned","fungi"
"142","M03493:516:000000000-L4LRP:1:1101:20795:18022","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_alliaceus","fungi"
"143","M03493:516:000000000-L4LRP:1:1103:27199:14759","Fungi","Basidiomycota","Tremellomycetes","Tremellales","unassigned","unassigned","unassigned","fungi"
"144","M03493:516:000000000-L4LRP:1:1103:17513:3530","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"145","M03493:516:000000000-L4LRP:1:1101:7387:19854","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Cistella","Cistella_albidolutea","fungi"
"146","M03493:516:000000000-L4LRP:1:1102:8210:22190","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"147","M03493:516:000000000-L4LRP:1:1105:26612:21499","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Daldinia","unassigned","fungi"
"148","M03493:516:000000000-L4LRP:1:2107:15781:11520","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","unassigned","unassigned","fungi"
"149","M03493:516:000000000-L4LRP:1:1106:2339:11614","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_armoraciae","fungi"
"150","M03493:516:000000000-L4LRP:1:1108:20703:12905","Fungi","Basidiomycota","Agaricomycetes","Agaricales","unassigned","unassigned","unassigned","fungi"
"151","M03493:516:000000000-L4LRP:1:1110:4382:19906","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Polyschema","Polyschema_sclerotigenum","fungi"
"152","M03493:516:000000000-L4LRP:1:1101:20406:11780","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Pseudaleuria","Pseudaleuria_quinaultiana","fungi"
"153","M03493:516:000000000-L4LRP:1:1101:23230:6608","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Chordomyces","Chordomyces_antarcticus","fungi"
"154","M03493:516:000000000-L4LRP:1:2101:2165:18442","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","Chloridium_aseptatum","fungi"
"155","M03493:516:000000000-L4LRP:1:1102:14853:16529","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","unassigned","unassigned","fungi"
"156","M03493:516:000000000-L4LRP:1:1102:24064:26129","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_equina","fungi"
"157","M03493:516:000000000-L4LRP:1:1101:25108:5739","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"158","M03493:516:000000000-L4LRP:1:1101:6584:25157","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella_fusca","fungi"
"159","M03493:516:000000000-L4LRP:1:1106:23257:26121","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_eureka","fungi"
"160","M03493:516:000000000-L4LRP:1:1110:22182:19039","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor_circinelloides","fungi"
"161","M03493:516:000000000-L4LRP:1:1101:10629:21072","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"162","M03493:516:000000000-L4LRP:1:1101:15829:1900","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae","Tylospora","unassigned","fungi"
"163","M03493:516:000000000-L4LRP:1:1104:12743:18338","Fungi","Ascomycota","Sordariomycetes","Sordariales","unassigned","unassigned","unassigned","fungi"
