"","query","kingdom","phylum","class","order","family","genus","species","community"
"164","M03493:516:000000000-L4LRP:1:1104:5298:23093","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Chordomyces","Chordomyces_antarcticus","fungi"
"165","M03493:516:000000000-L4LRP:1:1102:13911:4153","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","unassigned","unassigned","fungi"
"166","M03493:516:000000000-L4LRP:1:1101:15364:3797","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","unassigned","fungi"
"167","M03493:516:000000000-L4LRP:1:1110:10685:16028","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor_circinelloides","fungi"
"168","M03493:516:000000000-L4LRP:1:1113:6515:22959","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","unassigned","fungi"
"169","M03493:516:000000000-L4LRP:1:1101:9505:11672","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium","Verticillium_dahliae","fungi"
"170","M03493:516:000000000-L4LRP:1:2110:21005:10751","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_pilosum","fungi"
"171","M03493:516:000000000-L4LRP:1:1113:5442:7037","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor_circinelloides","fungi"
"172","M03493:516:000000000-L4LRP:1:1101:8477:19584","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_rosae","fungi"
"173","M03493:516:000000000-L4LRP:1:1101:9760:18151","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"174","M03493:516:000000000-L4LRP:1:2111:10182:13026","Fungi","Basidiomycota","Tremellomycetes","Tremellales","unassigned","unassigned","unassigned","fungi"
"175","M03493:516:000000000-L4LRP:1:1104:26239:8156","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"176","M03493:516:000000000-L4LRP:1:1103:2285:14480","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","Conocybe_zeylanica","fungi"
"177","M03493:516:000000000-L4LRP:1:1111:14394:14069","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"178","M03493:516:000000000-L4LRP:1:1102:25435:25393","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","unassigned","fungi"
"179","M03493:516:000000000-L4LRP:1:1105:14168:16820","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","unassigned","fungi"
"180","M03493:516:000000000-L4LRP:1:1101:8896:12445","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"181","M03493:516:000000000-L4LRP:1:1101:12236:16732","Fungi","Ascomycota","Sordariomycetes","Xylariales","Coniocessiaceae","Coniocessia","Coniocessia_cruciformis","fungi"
"182","M03493:516:000000000-L4LRP:1:1106:22319:14333","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_sojae","fungi"
"183","M03493:516:000000000-L4LRP:1:1101:2481:16645","Fungi","Ascomycota","Leotiomycetes","Helotiales","unassigned","unassigned","unassigned","fungi"
"184","M03493:516:000000000-L4LRP:1:1102:28095:15168","Fungi","Ascomycota","Eurotiomycetes","Sclerococcales","Sclerococcales_fam_Incertae_sedis","Pseudosclerococcum","Pseudosclerococcum_golindoi","fungi"
"185","M03493:516:000000000-L4LRP:1:1104:13915:14613","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_brachygibbosum","fungi"
"186","M03493:516:000000000-L4LRP:1:1101:23692:6363","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"187","M03493:516:000000000-L4LRP:1:2106:4817:19709","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gibberella","Gibberella_avenacea","fungi"
"188","M03493:516:000000000-L4LRP:1:1105:13651:13620","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"189","M03493:516:000000000-L4LRP:1:1101:8251:7451","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Coniosporium","unassigned","fungi"
"190","M03493:516:000000000-L4LRP:1:1103:25107:10305","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","unassigned","unassigned","fungi"
"191","M03493:516:000000000-L4LRP:1:1103:15586:6183","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"192","M03493:516:000000000-L4LRP:1:1105:19201:4802","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Waitea","Waitea_circinata","fungi"
"193","M03493:516:000000000-L4LRP:1:1112:19771:13360","Fungi","Ascomycota","Sordariomycetes","Xylariales","unassigned","unassigned","unassigned","fungi"
"194","M03493:516:000000000-L4LRP:1:1102:11301:24327","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia_terricola","fungi"
"195","M03493:516:000000000-L4LRP:1:1108:12676:4091","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis","Chrysosporium","Chrysosporium_lobatum","fungi"
"196","M03493:516:000000000-L4LRP:1:1103:22582:5720","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Clarireedia","Clarireedia_bennettii","fungi"
"197","M03493:516:000000000-L4LRP:1:1101:26934:10326","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"198","M03493:516:000000000-L4LRP:1:1101:8606:18009","Fungi","Ascomycota","Sordariomycetes","unassigned","unassigned","unassigned","unassigned","fungi"
"199","M03493:516:000000000-L4LRP:1:1102:13924:12470","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","unassigned","fungi"
"200","M03493:516:000000000-L4LRP:1:1103:8058:11854","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","Phaeosphaeria_lunariae","fungi"
"201","M03493:516:000000000-L4LRP:1:1101:9034:8439","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"202","M03493:516:000000000-L4LRP:1:2111:13183:8043","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Polyschema","Polyschema_sclerotigenum","fungi"
"203","M03493:516:000000000-L4LRP:1:1103:17820:10406","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"204","M03493:516:000000000-L4LRP:1:1106:15074:7359","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"205","M03493:516:000000000-L4LRP:1:1110:13127:9852","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Stemphylium","Stemphylium_eturmiunum","fungi"
"206","M03493:516:000000000-L4LRP:1:1103:22807:26050","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Chordomyces","Chordomyces_antarcticus","fungi"
"207","M03493:516:000000000-L4LRP:1:1103:24974:10380","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","unassigned","unassigned","fungi"
"208","M03493:516:000000000-L4LRP:1:1114:18557:19970","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","unassigned","unassigned","fungi"
"209","M03493:516:000000000-L4LRP:1:1109:10930:23300","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"210","M03493:516:000000000-L4LRP:1:1101:19982:11807","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita","unassigned","fungi"
"211","M03493:516:000000000-L4LRP:1:1111:8949:9935","Fungi","Ascomycota","Leotiomycetes","Helotiales","unassigned","unassigned","unassigned","fungi"
"212","M03493:516:000000000-L4LRP:1:1101:18484:5741","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma_undatum","fungi"
"213","M03493:516:000000000-L4LRP:1:1105:6004:17559","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","unassigned","unassigned","unassigned","fungi"
"214","M03493:516:000000000-L4LRP:1:1105:22507:9676","Fungi","Ascomycota","Leotiomycetes","Helotiales","unassigned","unassigned","unassigned","fungi"
"215","M03493:516:000000000-L4LRP:1:1101:3825:17001","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"216","M03493:516:000000000-L4LRP:1:1101:24112:10602","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unassigned","unassigned","unassigned","fungi"
"217","M03493:516:000000000-L4LRP:1:1104:18901:27592","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Boeremia","Boeremia_exigua","fungi"
"218","M03493:516:000000000-L4LRP:1:1101:21536:9153","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Hannaella","Hannaella_luteola","fungi"
"219","M03493:516:000000000-L4LRP:1:2104:7471:15157","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"220","M03493:516:000000000-L4LRP:1:2111:22055:3584","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","unassigned","unassigned","unassigned","fungi"
"221","M03493:516:000000000-L4LRP:1:1104:16239:3049","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","unassigned","unassigned","fungi"
"222","M03493:516:000000000-L4LRP:1:1103:19857:17934","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"223","M03493:516:000000000-L4LRP:1:1101:27774:9197","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium","unassigned","fungi"
"224","M03493:516:000000000-L4LRP:1:1103:4337:21376","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Waitea","Waitea_circinata","fungi"
"225","M03493:516:000000000-L4LRP:1:1101:28067:16562","Fungi","Ascomycota","Leotiomycetes","Helotiales","unassigned","unassigned","unassigned","fungi"
"226","M03493:516:000000000-L4LRP:1:1106:20362:12182","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"227","M03493:516:000000000-L4LRP:1:1112:13966:6814","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"228","M03493:516:000000000-L4LRP:1:2103:26373:17078","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"229","M03493:516:000000000-L4LRP:1:1108:18473:5847","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Neofitzroyomyces","Neofitzroyomyces_nerii","fungi"
"230","M03493:516:000000000-L4LRP:1:1101:16984:2266","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","Conocybe_moseri","fungi"
"231","M03493:516:000000000-L4LRP:1:1108:10982:23478","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","unassigned","unassigned","unassigned","fungi"
"232","M03493:516:000000000-L4LRP:1:1110:4618:16738","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_flaschentraegeri","fungi"
"233","M03493:516:000000000-L4LRP:1:1112:17590:23487","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","unassigned","unassigned","fungi"
"234","M03493:516:000000000-L4LRP:1:1103:21221:15835","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella_stercoraria","fungi"
"235","M03493:516:000000000-L4LRP:1:1102:9395:8266","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Neomyrmecridium","Neomyrmecridium_asiaticum","fungi"
"236","M03493:516:000000000-L4LRP:1:1103:8971:19497","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia_persica","fungi"
"237","M03493:516:000000000-L4LRP:1:1103:17429:14988","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","unassigned","fungi"
"238","M03493:516:000000000-L4LRP:1:1101:4869:10950","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"239","M03493:516:000000000-L4LRP:1:1104:6508:11201","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"240","M03493:516:000000000-L4LRP:1:2104:12237:19008","Fungi","Basidiomycota","Tremellomycetes","Tremellales","unassigned","unassigned","unassigned","fungi"
"241","M03493:516:000000000-L4LRP:1:1103:11192:6896","Fungi","Basidiomycota","Agaricomycetes","Agaricales","unassigned","unassigned","unassigned","fungi"
"242","M03493:516:000000000-L4LRP:1:1101:8703:10923","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"243","M03493:516:000000000-L4LRP:1:2103:8976:20036","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"244","M03493:516:000000000-L4LRP:1:1106:23475:5591","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"245","M03493:516:000000000-L4LRP:1:1110:12185:7872","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma_lixii","fungi"
"246","M03493:516:000000000-L4LRP:1:1101:21086:4519","Fungi","Ascomycota","Pezizomycetes","Pezizales","unassigned","unassigned","unassigned","fungi"
"247","M03493:516:000000000-L4LRP:1:1102:16672:23726","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","unassigned","unassigned","unassigned","fungi"
"248","M03493:516:000000000-L4LRP:1:1101:13463:5724","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Chlamydocillium","Chlamydocillium_cyanophilum","fungi"
"249","M03493:516:000000000-L4LRP:1:1101:9318:23997","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"250","M03493:516:000000000-L4LRP:1:1107:18288:17198","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","unassigned","fungi"
"251","M03493:516:000000000-L4LRP:1:1101:16806:13875","Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Monosporascus","unassigned","fungi"
"252","M03493:516:000000000-L4LRP:1:1110:26888:15712","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraophiobolus","Paraophiobolus_arundinis","fungi"
"253","M03493:516:000000000-L4LRP:1:1106:17421:8621","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_flavus","fungi"
"254","M03493:516:000000000-L4LRP:1:1113:21008:25853","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Sclerostagonospora","unassigned","fungi"
"255","M03493:516:000000000-L4LRP:1:1101:15764:24204","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"256","M03493:516:000000000-L4LRP:1:1102:15688:14749","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"257","M03493:516:000000000-L4LRP:1:1101:18248:7314","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita","unassigned","fungi"
"258","M03493:516:000000000-L4LRP:1:1104:12514:18844","Fungi","Ascomycota","Leotiomycetes","Helotiales","unassigned","unassigned","unassigned","fungi"
"259","M03493:516:000000000-L4LRP:1:1101:6640:13023","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","Conocybe_brachypodii","fungi"
"260","M03493:516:000000000-L4LRP:1:1109:16701:28868","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"261","M03493:516:000000000-L4LRP:1:2108:9193:8721","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
"262","M03493:516:000000000-L4LRP:1:1104:4000:12554","Fungi","Basidiomycota","Agaricomycetes","Agaricales","unassigned","unassigned","unassigned","fungi"
"263","M03493:516:000000000-L4LRP:1:1102:3797:8385","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","Conocybe_siennophylla","fungi"
"264","M03493:516:000000000-L4LRP:1:1108:18273:6812","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"265","M03493:516:000000000-L4LRP:1:2110:20951:2344","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"266","M03493:516:000000000-L4LRP:1:1105:17890:24158","Fungi","Ascomycota","Leotiomycetes","Helotiales","Vibrisseaceae","Phialocephala","Phialocephala_humicola","fungi"
"267","M03493:516:000000000-L4LRP:1:1101:14627:23314","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unassigned","unassigned","fungi"
"268","M03493:516:000000000-L4LRP:1:2106:18564:12596","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala_bonariae","fungi"
"269","M03493:516:000000000-L4LRP:1:1111:26166:23627","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","unassigned","unassigned","fungi"
"270","M03493:516:000000000-L4LRP:1:1102:27507:14171","Fungi","Basidiomycota","Tremellomycetes","Tremellales","unassigned","unassigned","unassigned","fungi"
"271","M03493:516:000000000-L4LRP:1:1109:22805:11146","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium_rutilum","fungi"
"272","M03493:516:000000000-L4LRP:1:1107:16273:11714","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis","Chrysosporium","Chrysosporium_lobatum","fungi"
"273","M03493:516:000000000-L4LRP:1:1102:16229:10739","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Plenodomus","Plenodomus_confertus","fungi"
"274","M03493:516:000000000-L4LRP:1:1108:21190:13737","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus","Pseudogymnoascus_pannorum","fungi"
"275","M03493:516:000000000-L4LRP:1:1102:24533:11226","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"276","M03493:516:000000000-L4LRP:1:1114:27090:19453","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Conlarium","unassigned","fungi"
"277","M03493:516:000000000-L4LRP:1:1101:7650:7990","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned","fungi"
