"finest_name","kingdom","phylum","class","order","family","genus","species","community"
"Dothideomycetes::Cluster_14","Fungi","Ascomycota","Dothideomycetes","unassigned","unassigned","unassigned","unassigned","fungi"
"Botryotinia::Cluster_70","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botryotinia","unassigned","fungi"
"Bartalinia::Cluster_35","Fungi","Ascomycota","Sordariomycetes","Xylariales","Bartaliniaceae","Bartalinia","unassigned","fungi"
"Ascomycota::Cluster_41","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"Fusariella::Cluster_141","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales fam_Incertae_sedis","Fusariella","unassigned","fungi"
"Coprinellus subdisseminatus::Cluster_669","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus subdisseminatus","fungi"
"Alternaria armoraciae::Cluster_149","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria armoraciae","fungi"
"Ascomycota::Cluster_355","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"Tylospora::Cluster_162","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae","Tylospora","unassigned","fungi"
"Boubovia luteola::Cluster_899","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Boubovia","Boubovia luteola","fungi"
"Waitea circinata::Cluster_425","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Waitea","Waitea circinata","fungi"
"Fungi::Cluster_825","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"Acremonium fusidioides::Cluster_411","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales fam_Incertae_sedis","Acremonium","Acremonium fusidioides","fungi"
"Helotiales::Cluster_211","Fungi","Ascomycota","Leotiomycetes","Helotiales","unassigned","unassigned","unassigned","fungi"
"Neosetophoma rosigena::Cluster_337","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","Neosetophoma rosigena","fungi"
"Ascomycota::Cluster_551","Fungi","Ascomycota","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"Pseudogymnoascus pannorum::Cluster_274","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus","Pseudogymnoascus pannorum","fungi"
"Fungi::Cluster_239","Fungi","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned","fungi"
"Tremellales::Cluster_240","Fungi","Basidiomycota","Tremellomycetes","Tremellales","unassigned","unassigned","unassigned","fungi"
"Boeremia exigua::Cluster_217","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Boeremia","Boeremia exigua","fungi"
"Herpotrichia australis::Cluster_122","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Herpotrichia","Herpotrichia australis","fungi"
"Spizellomyces pseudodichotomus::Cluster_838","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Spizellomyces pseudodichotomus","fungi"
"Gibellulopsis chrysanthemi::Cluster_95","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","Gibellulopsis chrysanthemi","fungi"
"Alternaria argyranthemi::Cluster_36","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria argyranthemi","fungi"
