"queryName","queryId","matchName","matchId","interactionId","interactionName","resourceId","resourceName","reference","graph","level","community"
"Polymyxa","NA","Polymyxa graminis","c(""NCBITaxon:70182"", ""GBIF:3204289"", ""NCBI:70182"", ""https://tree.opentreeoflife.org/opentree/ottol@41882"")","RO:0002444","parasite of","NCBI:28909","Cynodon dactylon","NA","gratin:hedde_misc1","genus","protists"
"Polymyxa","NA","Polymyxa graminis","c(""NCBITaxon:70182"", ""GBIF:3204289"", ""NCBI:70182"", ""https://tree.opentreeoflife.org/opentree/ottol@41882"")","RO:0002444","parasite of","NCBI:96050","Phalaris arundinacea","NA","gratin:hedde_misc1","genus","protists"
"Polymyxa","NA","Polymyxa graminis","c(""NCBITaxon:70182"", ""GBIF:3204289"", ""NCBI:70182"", ""https://tree.opentreeoflife.org/opentree/ottol@41882"")","RO:0002444","parasite of","NCBI:29692","Panicum dichotomiflorum","NA","gratin:hedde_misc1","genus","protists"
"Polymyxa","NA","Polymyxa graminis","c(""NCBITaxon:70182"", ""GBIF:3204289"", ""NCBI:70182"", ""https://tree.opentreeoflife.org/opentree/ottol@41882"")","RO:0002444","parasite of","NCBI:91525","Sorghum arundinaceum","NA","gratin:hedde_misc1","genus","protists"
"Polymyxa","NA","Polymyxa graminis","c(""NCBITaxon:70182"", ""GBIF:3204289"", ""NCBI:70182"", ""https://tree.opentreeoflife.org/opentree/ottol@41882"")","RO:0002444","parasite of","NCBI:89686","Festuca myuros","NA","gratin:hedde_misc1","genus","protists"
"Polymyxa","NA","Polymyxa graminis","c(""NCBITaxon:70182"", ""GBIF:3204289"", ""NCBI:70182"", ""https://tree.opentreeoflife.org/opentree/ottol@41882"")","RO:0002444","parasite of","NCBI:4498","Avena sativa","NA","gratin:hedde_misc1","genus","protists"
"Polymyxa","NA","Polymyxa graminis","c(""NCBITaxon:70182"", ""GBIF:3204289"", ""NCBI:70182"", ""https://tree.opentreeoflife.org/opentree/ottol@41882"")","RO:0002444","parasite of","NCBI:29667","Bromus tectorum","NA","gratin:hedde_misc1","genus","protists"
"Polymyxa","NA","Polymyxa graminis","c(""NCBITaxon:70182"", ""GBIF:3204289"", ""NCBI:70182"", ""https://tree.opentreeoflife.org/opentree/ottol@41882"")","RO:0002444","parasite of","NCBI:93036","Poa annua","NA","gratin:hedde_misc1","genus","protists"
"Polymyxa","NA","Polymyxa graminis","c(""NCBITaxon:70182"", ""GBIF:3204289"", ""NCBI:70182"", ""https://tree.opentreeoflife.org/opentree/ottol@41882"")","RO:0002444","parasite of","NCBI:4577","Zea mays","NA","gratin:hedde_misc1","genus","protists"
"Polymyxa","NA","Polymyxa graminis","c(""NCBITaxon:70182"", ""GBIF:3204289"", ""NCBI:70182"", ""https://tree.opentreeoflife.org/opentree/ottol@41882"")","RO:0002444","parasite of","NCBI:4520","Lolium","NA","gratin:hedde_misc1","genus","protists"
"Polymyxa","NA","Polymyxa graminis","c(""NCBITaxon:70182"", ""GBIF:3204289"", ""NCBI:70182"", ""https://tree.opentreeoflife.org/opentree/ottol@41882"")","RO:0002444","parasite of","NCBI:4565","Triticum aestivum","NA","gratin:hedde_misc1","genus","protists"
"Polymyxa","NA","Polymyxa graminis","c(""NCBITaxon:70182"", ""GBIF:3204289"", ""NCBI:70182"", ""https://tree.opentreeoflife.org/opentree/ottol@41882"")","RO:0002444","parasite of","NCBI:3898","Trifolium","NA","gratin:hedde_misc1","genus","protists"
"Polymyxa","NA","Polymyxa graminis","c(""NCBITaxon:70182"", ""GBIF:3204289"", ""NCBI:70182"", ""https://tree.opentreeoflife.org/opentree/ottol@41882"")","RO:0002444","parasite of","NCBI:15371","Bromus inermis","NA","gratin:hedde_misc1","genus","protists"
"Polymyxa","NA","Polymyxa graminis","c(""NCBITaxon:70182"", ""GBIF:3204289"", ""NCBI:70182"", ""https://tree.opentreeoflife.org/opentree/ottol@41882"")","RO:0002444","parasite of","NCBI:58933","Triticum spelta","NA","gratin:hedde_misc1","genus","protists"
"Polymyxa","NA","Polymyxa graminis","c(""NCBITaxon:70182"", ""GBIF:3204289"", ""NCBI:70182"", ""https://tree.opentreeoflife.org/opentree/ottol@41882"")","RO:0002444","parasite of","NCBI:4517","Hordeum jubatum","NA","gratin:hedde_misc1","genus","protists"
"Polymyxa","NA","Polymyxa graminis","c(""NCBITaxon:70182"", ""GBIF:3204289"", ""NCBI:70182"", ""https://tree.opentreeoflife.org/opentree/ottol@41882"")","RO:0002444","parasite of","NCBI:4550","Secale cereale","NA","gratin:hedde_misc1","genus","protists"
"Thaumatomonadida","NA","Thaumatomastigidae","c(""NCBITaxon:45098"", ""NCBI:45098"")","RO:0002470","eats","NCBI:3208","Bryophyta","NA","gratin:hedde_misc1","family","protists"
"Thaumatomonadida","NA","Thaumatomastigidae","c(""NCBITaxon:45098"", ""NCBI:45098"")","RO:0002470","eats","NCBI:2","Bacteria","NA","gratin:hedde_misc1","family","protists"
"Thaumatomonadida","NA","Thaumatomastigidae","c(""NCBITaxon:45098"", ""NCBI:45098"")","RO:0002470","eats","NCBI:2836","Bacillariophyta","NA","gratin:hedde_misc1","family","protists"
"Thaumatomonadida","NA","Thaumatomastigidae","c(""NCBITaxon:45098"", ""NCBI:45098"")","RO:0002470","eats","NCBI:33682","Euglenozoa","NA","gratin:hedde_misc1","family","protists"
"Thaumatomonadida","NA","Thaumatomastigidae","c(""NCBITaxon:45098"", ""NCBI:45098"")","RO:0002470","eats","NCBI:3041","Chlorophyta","NA","gratin:hedde_misc1","family","protists"
"Thaumatomonadida","NA","Thaumatomastigidae","c(""NCBITaxon:45098"", ""NCBI:45098"")","RO:0002470","eats","NCBI:2696291","Ochrophyta","NA","gratin:hedde_misc1","family","protists"
"Thaumatomonadida","NA","Thaumatomastigidae","c(""NCBITaxon:45098"", ""NCBI:45098"")","RO:0002470","eats","NCBI:2157","Archaea","NA","gratin:hedde_misc1","family","protists"
"Thaumatomonadida","NA","Thaumatomonadidae","https://tree.opentreeoflife.org/opentree/ottol@4918143","RO:0002470","eats","NCBI:3208","Bryophyta","NA","gratin:hedde_misc1","family","protists"
"Thaumatomonadida","NA","Thaumatomonadidae","https://tree.opentreeoflife.org/opentree/ottol@4918143","RO:0002470","eats","NCBI:2","Bacteria","NA","gratin:hedde_misc1","family","protists"
"Thaumatomonadida","NA","Thaumatomonadidae","https://tree.opentreeoflife.org/opentree/ottol@4918143","RO:0002470","eats","NCBI:2836","Bacillariophyta","NA","gratin:hedde_misc1","family","protists"
"Thaumatomonadida","NA","Thaumatomonadidae","https://tree.opentreeoflife.org/opentree/ottol@4918143","RO:0002470","eats","NCBI:33682","Euglenozoa","NA","gratin:hedde_misc1","family","protists"
"Thaumatomonadida","NA","Thaumatomonadidae","https://tree.opentreeoflife.org/opentree/ottol@4918143","RO:0002470","eats","NCBI:3041","Chlorophyta","NA","gratin:hedde_misc1","family","protists"
"Thaumatomonadida","NA","Thaumatomonadidae","https://tree.opentreeoflife.org/opentree/ottol@4918143","RO:0002470","eats","NCBI:2696291","Ochrophyta","NA","gratin:hedde_misc1","family","protists"
"Thaumatomonadida","NA","Thaumatomonadidae","https://tree.opentreeoflife.org/opentree/ottol@4918143","RO:0002470","eats","NCBI:2157","Archaea","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Euglyphida","c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")","RO:0002470","eats","NCBI:33682","Euglenozoa","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Euglyphida","c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")","RO:0002470","eats","NCBI:2836","Bacillariophyta","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Euglyphida","c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")","RO:0002470","eats","NCBI:2696291","Ochrophyta","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Euglyphida","c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")","RO:0002470","eats","NCBI:3041","Chlorophyta","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Euglyphida","c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")","RO:0002470","eats","NCBI:2","Bacteria","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Euglyphida","c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")","RO:0002470","eats","NCBI:2157","Archaea","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Euglyphida","c(""NCBITaxon:178369"", ""NCBI:178369"", ""https://tree.opentreeoflife.org/opentree/ottol@300618"")","RO:0002470","eats","NCBI:3208","Bryophyta","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Paulinellidae","c(""NCBITaxon:39715"", ""NCBI:39715"", ""https://tree.opentreeoflife.org/opentree/ottol@247674"")","RO:0002470","eats","NCBI:2836","Bacillariophyta","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Paulinellidae","c(""NCBITaxon:39715"", ""NCBI:39715"", ""https://tree.opentreeoflife.org/opentree/ottol@247674"")","RO:0002470","eats","NCBI:3041","Chlorophyta","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Paulinellidae","c(""NCBITaxon:39715"", ""NCBI:39715"", ""https://tree.opentreeoflife.org/opentree/ottol@247674"")","RO:0002470","eats","NCBI:2157","Archaea","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Paulinellidae","c(""NCBITaxon:39715"", ""NCBI:39715"", ""https://tree.opentreeoflife.org/opentree/ottol@247674"")","RO:0002470","eats","NCBI:33682","Euglenozoa","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Paulinellidae","c(""NCBITaxon:39715"", ""NCBI:39715"", ""https://tree.opentreeoflife.org/opentree/ottol@247674"")","RO:0002470","eats","NCBI:2696291","Ochrophyta","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Paulinellidae","c(""NCBITaxon:39715"", ""NCBI:39715"", ""https://tree.opentreeoflife.org/opentree/ottol@247674"")","RO:0002470","eats","NCBI:3208","Bryophyta","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Paulinellidae","c(""NCBITaxon:39715"", ""NCBI:39715"", ""https://tree.opentreeoflife.org/opentree/ottol@247674"")","RO:0002470","eats","NCBI:2","Bacteria","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Trinematidae","c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")","RO:0002470","eats","NCBI:3041","Chlorophyta","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Trinematidae","c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")","RO:0002470","eats","NCBI:3208","Bryophyta","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Trinematidae","c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")","RO:0002470","eats","NCBI:2696291","Ochrophyta","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Trinematidae","c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")","RO:0002470","eats","NCBI:33682","Euglenozoa","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Trinematidae","c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")","RO:0002470","eats","NCBI:2157","Archaea","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Trinematidae","c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")","RO:0002470","eats","NCBI:2836","Bacillariophyta","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Trinematidae","c(""NCBITaxon:178370"", ""NCBI:178370"", ""https://tree.opentreeoflife.org/opentree/ottol@875559"")","RO:0002470","eats","NCBI:2","Bacteria","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Euglyphidae","c(""NCBITaxon:39712"", ""NCBI:39712"", ""https://tree.opentreeoflife.org/opentree/ottol@247673"")","RO:0002470","eats","NCBI:2836","Bacillariophyta","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Euglyphidae","c(""NCBITaxon:39712"", ""NCBI:39712"", ""https://tree.opentreeoflife.org/opentree/ottol@247673"")","RO:0002470","eats","NCBI:3208","Bryophyta","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Euglyphidae","c(""NCBITaxon:39712"", ""NCBI:39712"", ""https://tree.opentreeoflife.org/opentree/ottol@247673"")","RO:0002470","eats","NCBI:2696291","Ochrophyta","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Euglyphidae","c(""NCBITaxon:39712"", ""NCBI:39712"", ""https://tree.opentreeoflife.org/opentree/ottol@247673"")","RO:0002470","eats","NCBI:2157","Archaea","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Euglyphidae","c(""NCBITaxon:39712"", ""NCBI:39712"", ""https://tree.opentreeoflife.org/opentree/ottol@247673"")","RO:0002470","eats","NCBI:33682","Euglenozoa","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Euglyphidae","c(""NCBITaxon:39712"", ""NCBI:39712"", ""https://tree.opentreeoflife.org/opentree/ottol@247673"")","RO:0002470","eats","NCBI:2","Bacteria","NA","gratin:hedde_misc1","family","protists"
"Euglyphida","NA","Euglyphidae","c(""NCBITaxon:39712"", ""NCBI:39712"", ""https://tree.opentreeoflife.org/opentree/ottol@247673"")","RO:0002470","eats","NCBI:3041","Chlorophyta","NA","gratin:hedde_misc1","family","protists"
