"","queryName","queryId","matchName","matchId","trophicGroupId","trophicGroupName","reference","graph"
"918","Veronaea","NA","Veronaea","c(""NCBITaxon:364772"", ""IF:10387"", ""https://tree.opentreeoflife.org/opentree/ottol@393478"", ""GBIF:2588962"", ""NCBI:364772"")","SFWO:0000418","Fungi.plant_pathogens","NA","onto:implicit"
"919","Hyalorbilia","NA","Hyalorbilia","c(""NCBITaxon:261205"", ""IF:28404"", ""NCBI:261205"", ""https://tree.opentreeoflife.org/opentree/ottol@885176"", ""GBIF:2586813"")","SFWO:0000410","Fungi.all","NA","onto:implicit"
"920","Hyalorbilia","NA","Hyalorbilia","c(""NCBITaxon:261205"", ""IF:28404"", ""NCBI:261205"", ""https://tree.opentreeoflife.org/opentree/ottol@885176"", ""GBIF:2586813"")","SFWO:0000411","Fungi.saprotrophs","NA","onto:implicit"
"921","Hyalorbilia","NA","Hyalorbilia","c(""NCBITaxon:261205"", ""IF:28404"", ""NCBI:261205"", ""https://tree.opentreeoflife.org/opentree/ottol@885176"", ""GBIF:2586813"")","SFWO:0000413","Fungi.wood_saprotrophs","NA","onto:implicit"
"922","Diehliomyces","NA","Diehliomyces","c(""NCBITaxon:305894"", ""IF:1567"", ""NCBI:305894"", ""GBIF:2593305"", ""https://tree.opentreeoflife.org/opentree/ottol@548399"")","SFWO:0000410","Fungi.all","NA","onto:implicit"
"923","Diehliomyces","NA","Diehliomyces","c(""NCBITaxon:305894"", ""IF:1567"", ""NCBI:305894"", ""GBIF:2593305"", ""https://tree.opentreeoflife.org/opentree/ottol@548399"")","SFWO:0000411","Fungi.saprotrophs","NA","onto:implicit"
"924","Paralepista","NA","Paralepista","c(""NCBITaxon:1143170"", ""IF:27621"", ""GBIF:7242367"", ""NCBI:1143170"")","SFWO:0000410","Fungi.all","NA","onto:implicit"
"925","Paralepista","NA","Paralepista","c(""NCBITaxon:1143170"", ""IF:27621"", ""GBIF:7242367"", ""NCBI:1143170"")","SFWO:0000411","Fungi.saprotrophs","NA","onto:implicit"
"926","Paralepista","NA","Paralepista","c(""NCBITaxon:1143170"", ""IF:27621"", ""GBIF:7242367"", ""NCBI:1143170"")","SFWO:0000415","Fungi.litter_saprotrophs","NA","onto:implicit"
"927","Sampaiozyma","NA","Sampaiozyma","c(""NCBITaxon:1801565"", ""IF:813197"", ""NCBI:1801565"", ""GBIF:9747675"")","SFWO:0000410","Fungi.all","NA","onto:implicit"
"928","Sampaiozyma","NA","Sampaiozyma","c(""NCBITaxon:1801565"", ""IF:813197"", ""NCBI:1801565"", ""GBIF:9747675"")","SFWO:0000411","Fungi.saprotrophs","NA","onto:implicit"
"929","Sampaiozyma","NA","Sampaiozyma","c(""NCBITaxon:1801565"", ""IF:813197"", ""NCBI:1801565"", ""GBIF:9747675"")","SFWO:0000417","Fungi.soil_saprotrophs","NA","onto:implicit"
"930","Neocatenulostroma","NA","Neocatenulostroma","c(""NCBITaxon:1515428"", ""IF:807805"", ""NCBI:1515428"")","SFWO:0000409","Fungi.pathotrophs","NA","onto:implicit"
"931","Neocatenulostroma","NA","Neocatenulostroma","c(""NCBITaxon:1515428"", ""IF:807805"", ""NCBI:1515428"")","SFWO:0000410","Fungi.all","NA","onto:implicit"
"932","Neocatenulostroma","NA","Neocatenulostroma","c(""NCBITaxon:1515428"", ""IF:807805"", ""NCBI:1515428"")","SFWO:0000412","Fungi.symbiotrophs","NA","onto:implicit"
"933","Neocatenulostroma","NA","Neocatenulostroma","c(""NCBITaxon:1515428"", ""IF:807805"", ""NCBI:1515428"")","SFWO:0000418","Fungi.plant_pathogens","NA","onto:implicit"
